"id","name","series","type","race","cost","star","maxLv","maxExp","minHp","maxHp","minAtk","maxAtk","hpGrow","atkGrow","blendValue","saleValue","leaderSkillName","leaderSkillEffect","activeSkillName","activeSkillEffect","activeSkillFactor","normalSkillName","normalSkillEffect","normalSkillFactor"," normalSkillColors","normalSkillName2","normalSkillEffect2","normalSkillFactor2"," normalSkillColors2","passiveSkillName","passiveSkillEffect","getPath1","getPath2","getPath3","evolveParts","evoFriendType","evoFriendRace,"evoFriendLv"
"155","零 — Zero","妖精王","无","妖精","15","5","50","883884","322","1469","247","837","晚成","晚成","500","250","无属性提升：全部 — None Rise: Shift","所有无属性Unit的HP和ATK提升至1.5倍","天上之无 — Celes None","使全体敌人在3回合内防御力降低50%","","无：起源 — None: Origin","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","全无：起源 — Full None: Origin","对全体敌人造成1.0倍ATK的无属性攻击","1.0","无 无 无 无 无","","","无","有","","162 72 60","Lv.35或以上","妖精","无"
"156","无精王零 — Zero, the None Fairy Queen","妖精王","无","妖精","20","6","99","5000000","1169","2915","757","1461","晚成","晚成","975","430","无属性提升：全部Ⅱ — None Rise: ShiftII","所有无属性Unit的HP和ATK提升至2.0倍","天之空虚 — Celes Hollow","使全体敌人在3回合内防御力降低75%","","ノーンラア：オリジン","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无","フルノーンラア：オリジン","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无 无 无","","","无","无","进化","","不限","不限","0"
"157","火之蛙 — Fire Geko","进化素材","火","妖精","2","3","10","3195","46","183","26","63","平均","平均","20","20","妖精提升：攻击 — Spiri-Rise: Assault","所有妖精种族Unit的ATK提升至1.5倍","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","无","无","","","不限","不限","0"
"158","水之蛙 — Aqua Geko","进化素材","水","妖精","2","3","10","3195","41","186","28","62","平均","平均","20","20","妖精提升：攻击 — Spiri-Rise: Assault","所有妖精种族Unit的ATK提升至1.5倍","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","","","不限","不限","0"
"159","风之蛙 — Wind Geko","进化素材","风","妖精","2","3","10","3195","37","190","31","62","平均","平均","20","20","妖精提升：攻击 — Spiri-Rise: Assault","所有妖精种族Unit的ATK提升至1.5倍","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","","","不限","不限","0"
"160","光之蛙 — Light Geko","进化素材","光","妖精","2","3","10","3195","42","185","34","66","平均","平均","20","20","妖精提升：攻击 — Spiri-Rise: Assault","所有妖精种族Unit的ATK提升至1.5倍","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"161","闇之蛙 — Dark Geko","进化素材","闇","妖精","2","3","10","3195","43","190","29","70","平均","平均","20","20","妖精提升：攻击 — Spiri-Rise: Assault","所有妖精种族Unit的ATK提升至1.5倍","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","无","无","","","不限","不限","0"
"162","无之蛙 — None Geko","进化素材","无","妖精","2","3","10","3195","45","187","27","66","平均","平均","20","20","妖精提升：攻击 — Spiri-Rise: Assault","所有妖精种族Unit的ATK提升至1.5倍","","","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","","不限","不限","0"
"163","火之毛球 — Fire Moffle","进化素材","火","兽","2","3","10","3195","43","186","30","61","平均","平均","20","20","兽族提升：攻击 — Beast Rise: Assault","所有兽种族Unit的ATK提升至1.5倍","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","无","无","","","不限","不限","0"
"164","水之毛球 — Aqua Moffle","进化素材","水","兽","2","3","10","3195","37","181","34","68","平均","平均","20","20","兽族提升：攻击 — Beast Rise: Assault","所有兽种族Unit的ATK提升至1.5倍","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","","","不限","不限","0"
"165","风之毛球 — Wind Moffle","进化素材","风","兽","2","3","10","3195","40","183","32","61","平均","平均","20","20","兽族提升：攻击 — Beast Rise: Assault","所有兽种族Unit的ATK提升至1.5倍","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","","","不限","不限","0"
"166","光之毛球 — Light Moffle","进化素材","光","兽","2","3","10","3195","43","181","29","67","平均","平均","20","20","兽族提升：攻击 — Beast Rise: Assault","所有兽种族Unit的ATK提升至1.5倍","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"167","闇之毛球 — Dark Moffle","进化素材","闇","兽","2","3","10","3195","41","189","28","61","平均","平均","20","20","兽族提升：攻击 — Beast Rise: Assault","所有兽种族Unit的ATK提升至1.5倍","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","无","无","","","不限","不限","0"
"168","无之毛球 — None Moffle","进化素材","无","兽","2","3","10","3195","45","182","28","68","平均","平均","20","20","兽族提升：攻击 — Beast Rise: Assault","所有兽种族Unit的ATK提升至1.5倍","","","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","","不限","不限","0"
"169","Fire Robotan","进化素材","火","机械","2","3","10","3195","43","184","26","66","平均","平均","20","20","火属性提升：生命 — Fire Rise: Life","所有火属性Unit的HP提升至1.5倍","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","无","无","","","不限","不限","0"
"170","Aqua Robotan","进化素材","水","机械","2","3","10","3195","44","189","33","61","平均","平均","20","20","水属性提升：生命 — Aqua Rise: Life","所有水属性Unit的HP提升至1.5倍","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","","","不限","不限","0"
"171","Wind Robotan","进化素材","风","机械","2","3","10","3195","40","181","30","69","平均","平均","20","20","风属性提升：生命 — Wind Rise: Life","所有风属性Unit的HP提升至1.5倍","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","","","不限","不限","0"
"172","Light Robotan","进化素材","光","机械","2","3","10","3195","37","188","34","70","平均","平均","20","20","光属性提升：生命 — Light Rise: Life","所有光属性Unit的HP提升至1.5倍","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"173","Dark Robotan","进化素材","闇","机械","2","3","10","3195","44","181","26","63","平均","平均","20","20","闇属性提升：生命 — Dark Rise: Life","所有闇属性Unit的HP提升至1.5倍","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","无","无","","","不限","不限","0"
"174","None Robotan","进化素材","无","机械","2","3","10","3195","37","186","31","62","平均","平均","20","20","无属性提升：生命 — None Rise: Life","所有无属性Unit的HP提升至1.5倍","","","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","","不限","不限","0"
"175","火之晴天娃娃 — Fire Teru-teru","进化素材","火","魔物","2","3","10","3195","43","190","30","66","平均","平均","20","20","防御：火 — Guard: Fire","减低来自火属性的伤害25%","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","无","无","","","不限","不限","0"
"176","水之晴天娃娃 — Aqua Teru-teru","进化素材","水","魔物","2","3","10","3195","44","181","34","69","平均","平均","20","20","防御：水 — Guard: Aqua","减低来自水属性的伤害25%","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","","","不限","不限","0"
"177","风之晴天娃娃 — Wind Teru-teru","进化素材","风","魔物","2","3","10","3195","45","190","29","66","平均","平均","20","20","防御：风 — Guard: Wind","减低来自风属性的伤害25%","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","","","不限","不限","0"
"178","光之晴天娃娃 — Light Teru-teru","进化素材","光","魔物","2","3","10","3195","37","189","30","65","平均","平均","20","20","防御：光 — Guard: Light","减低来自光属性的伤害25%","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"179","闇之晴天娃娃 — Dark Teru-teru","进化素材","闇","魔物","2","3","10","3195","44","188","25","67","平均","平均","20","20","防御：闇 — Guard: Dark","减低来自闇属性的伤害25%","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","无","无","","","不限","不限","0"
"180","无之晴天娃娃 — None Teru-teru","进化素材","无","魔物","2","3","10","3195","43","186","33","62","平均","平均","20","20","防御：无 — Guard: None","减低来自无属性的伤害25%","","","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","","不限","不限","0"
"181","ヒノドラグルミ","进化素材","火","龙","2","3","10","3195","46","185","25","67","平均","平均","20","20","火属性提升：攻击 — Fire Rise: Assault","所有火属性Unit的ATK提升至1.5倍","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","无","无","","","不限","不限","0"
"182","ミズドラグルミ","进化素材","水","龙","2","3","10","3195","45","188","28","66","平均","平均","20","20","水属性提升：攻击 — Aqua Rise: Assault","所有水属性Unit的ATK提升至1.5倍","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","","","不限","不限","0"
"183","カゼドラグルミ","进化素材","风","龙","2","3","10","3195","37","185","32","62","平均","平均","20","20","风属性提升：攻击 — Wind Rise: Assault","所有风属性Unit的ATK提升至1.5倍","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","","","不限","不限","0"
"184","ピカドラグルミ","进化素材","光","龙","2","3","10","3195","41","185","32","61","平均","平均","20","20","光属性提升：攻击 — Light Rise: Assault","所有光属性Unit的ATK提升至1.5倍","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"185","ヤミドラグルミ","进化素材","闇","龙","2","3","10","3195","42","183","27","66","平均","平均","20","20","闇属性提升：攻击 — Dark Rise: Assault","所有闇属性Unit的ATK提升至1.5倍","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","无","无","","","不限","不限","0"
